trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
482,False,"{'a': 0.002, 'e': 0.38136437349418956}",30,14,-6.809231637452451,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
483,False,"{'a': 0.002, 'e': 0.38060240696771647}",20,15,3.363299912607172,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.002, 'e': 0.3798419628513787}",20,6,11.699850879858822,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.002, 'e': 0.37908303810339883}",25,0,-43.79091865970165,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
486,False,"{'a': 0.002, 'e': 0.3783256296880768}",35,12,-41.24491410450456,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 0}",1
487,False,"{'a': 0.002, 'e': 0.37756973457577797}",25,10,-19.707601636008867,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
488,False,"{'a': 0.002, 'e': 0.37681534974292086}",20,3,-58.05680318028148,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 1}",1
489,False,"{'a': 0.002, 'e': 0.37606247217196515}",20,13,-35.23817894863321,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
490,False,"{'a': 0.002, 'e': 0.37531109885139957}",20,14,3.5109871172009504,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.002, 'e': 0.3745612267757298}",25,3,-51.77783754011972,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
492,False,"{'a': 0.002, 'e': 0.3738128529454665}",30,12,-4.226852401973794,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
493,False,"{'a': 0.002, 'e': 0.3730659743671134}",20,0,31.504610752511763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
494,False,"{'a': 0.002, 'e': 0.3723205880531552}",30,0,-23.721692628558074,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
495,False,"{'a': 0.002, 'e': 0.3715766910220457}",25,0,-22.179852719666084,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
496,False,"{'a': 0.002, 'e': 0.37083428029819565}",20,13,-42.77574223116458,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 1}",1
497,False,"{'a': 0.002, 'e': 0.37009335291196127}",25,0,-89.84385242167227,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
498,False,"{'a': 0.002, 'e': 0.369353905899632}",20,0,-65.85321467686192,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
499,False,"{'a': 0.002, 'e': 0.3686159363034188}",20,0,10.935155327397156,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
500,False,"{'a': 0.002, 'e': 0.36787944117144233}",25,0,-20.942050243804907,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
501,False,"{'a': 0.002, 'e': 0.36714441755772104}",30,15,-35.507896726410976,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
502,False,"{'a': 0.002, 'e': 0.3664108625221595}",20,16,6.346392616518308,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.002, 'e': 0.36567877313053654}",30,6,8.187747119320967,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
504,False,"{'a': 0.002, 'e': 0.36494814645449375}",20,2,4.151127201685508,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
505,False,"{'a': 0.002, 'e': 0.3642189795715233}",20,4,-69.50102715542582,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
506,False,"{'a': 0.002, 'e': 0.3634912695649568}",30,14,-31.3676157341363,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
507,False,"{'a': 0.002, 'e': 0.36276501352395324}",20,16,6.854030188874015,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.002, 'e': 0.36204020854348745}",20,13,12.145885013695164,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.002, 'e': 0.36131685172433853}",20,6,-35.87676807395854,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
510,False,"{'a': 0.002, 'e': 0.3605949401730783}",30,3,-114.1571296992262,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 2}",1
511,False,"{'a': 0.002, 'e': 0.35987447100205955}",20,0,-31.749412065764268,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
512,False,"{'a': 0.002, 'e': 0.3591554413294046}",20,0,-52.70468759997867,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
513,False,"{'a': 0.002, 'e': 0.3584378482789939}",20,0,-3.737913789962549,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
514,False,"{'a': 0.002, 'e': 0.3577216889804542}",20,0,21.514325581710008,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.002, 'e': 0.3570069605691474}",25,17,2.2797533918210764,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.3562936601861588}",20,0,-33.90698112942526,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
517,False,"{'a': 0.002, 'e': 0.35558178497828613}",20,0,-53.05007531561218,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
518,False,"{'a': 0.002, 'e': 0.3548713320980274}",20,8,11.140760751857655,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.002, 'e': 0.35416229870357024}",20,10,-5.8435277308677485,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
520,False,"{'a': 0.002, 'e': 0.35345468195878016}",20,0,11.598324042913173,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
521,False,"{'a': 0.002, 'e': 0.3527484790331891}",25,15,15.09192744607115,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.002, 'e': 0.3520436871019846}",20,3,16.2448767979938,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
523,False,"{'a': 0.002, 'e': 0.3513403033459978}",20,14,9.685606566372595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.002, 'e': 0.35063832495169295}",30,0,-35.864993225350304,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
525,False,"{'a': 0.002, 'e': 0.3499377491111553}",20,3,18.73715434292465,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3492385730220808}",30,10,-17.258257682112767,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
527,False,"{'a': 0.002, 'e': 0.348540793887764}",20,0,34.77984860186072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
528,False,"{'a': 0.002, 'e': 0.3478444089170874}",20,6,-1.7253131738066627,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
529,False,"{'a': 0.002, 'e': 0.3471494153245103}",30,8,-52.77433947129179,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
530,False,"{'a': 0.002, 'e': 0.3464558103300574}",20,4,-12.175041138653503,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
531,False,"{'a': 0.002, 'e': 0.34576359115930777}",20,0,-3.511836954131929,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
532,False,"{'a': 0.002, 'e': 0.34507275504338375}",25,0,25.504936579445687,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
533,False,"{'a': 0.002, 'e': 0.34438329921894}",25,4,12.26196226692338,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.002, 'e': 0.34369522092815236}",30,0,-54.21587175375402,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
535,False,"{'a': 0.002, 'e': 0.34300851741870664}",30,5,27.554461047819178,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.002, 'e': 0.34232318594378797}",25,1,-18.571280688414003,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34163922376206945}",20,12,13.327325285674291,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.002, 'e': 0.34095662813770156}",20,5,-5.572647888480576,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
539,False,"{'a': 0.002, 'e': 0.3402753963403008}",20,0,28.380980255710753,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
540,False,"{'a': 0.002, 'e': 0.3395955256449391}",20,8,14.415610660941606,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.3389170133321328}",20,0,-0.27570492494631804,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
542,False,"{'a': 0.002, 'e': 0.3382398566878317}",30,12,16.90668464293787,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.33756405300340836}",20,10,12.254389163724898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.33688959957564707}",30,18,-38.86618362648594,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
545,False,"{'a': 0.002, 'e': 0.3362164937067333}",25,2,0.1939941018536251,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
546,False,"{'a': 0.002, 'e': 0.3355447327042427}",20,10,-4.427643308375901,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.3348743138811302}",20,7,-49.274470522706125,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
548,False,"{'a': 0.002, 'e': 0.33420523455571977}",25,0,-26.53206688481281,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
549,False,"{'a': 0.002, 'e': 0.3335374920516932}",30,18,-22.60817796495674,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
550,False,"{'a': 0.002, 'e': 0.33287108369807955}",30,17,-20.69334593390702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
551,False,"{'a': 0.002, 'e': 0.33220600682924445}",25,3,1.9434587277649906,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.3315422587848797}",25,12,-16.713810782898427,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.33087983690999206}",35,16,10.53720465493762,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.002, 'e': 0.3302187385548933}",30,2,-22.453985906486004,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 1}",1
555,False,"{'a': 0.002, 'e': 0.32955896107518906}",20,12,-3.8972069079510447,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.3289005018317685}",25,17,2.95636626501812,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.32824335819079375}",25,9,3.075724870807406,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.3275875275236895}",20,2,8.822875690562865,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
559,False,"{'a': 0.002, 'e': 0.3269330072071321}",20,0,-36.30111860974197,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
560,False,"{'a': 0.002, 'e': 0.32627979462303947}",20,0,-25.857799244878162,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
561,False,"{'a': 0.002, 'e': 0.32562788715856034}",25,8,-29.554438026920252,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
562,False,"{'a': 0.002, 'e': 0.324977282206064}",20,0,-5.390501810289621,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
563,False,"{'a': 0.002, 'e': 0.3243279771631298}",20,11,8.322822260206303,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.002, 'e': 0.3236799694325367}",30,5,-20.704275953441837,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
565,False,"{'a': 0.002, 'e': 0.3230332564222529}",20,8,-73.67039142006537,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
566,False,"{'a': 0.002, 'e': 0.3223878355454255}",25,0,-60.22333432740907,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
567,False,"{'a': 0.002, 'e': 0.32174370422037013}",30,12,-34.657319067939525,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
568,False,"{'a': 0.002, 'e': 0.32110085987056064}",30,8,11.807247543170043,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
569,False,"{'a': 0.002, 'e': 0.32045929992461875}",25,0,16.866942385132898,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
570,False,"{'a': 0.002, 'e': 0.31981902181630384}",25,6,8.8608701818196,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31918002298450265}",25,6,-40.68715529626729,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
572,False,"{'a': 0.002, 'e': 0.31854230087321894}",20,6,-1.9630008967558386,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
573,False,"{'a': 0.002, 'e': 0.3179058529315635}",25,9,12.067578065355928,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3172706766137436}",25,0,-30.513357694351384,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
575,False,"{'a': 0.002, 'e': 0.31663676937905316}",25,9,-2.345292457862591,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31600412869186245}",25,1,-35.8914735588742,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
577,False,"{'a': 0.002, 'e': 0.31537275202160797}",25,15,17.43395856354785,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,0,-10.378850701038367,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
579,False,"{'a': 0.002, 'e': 0.31411378063492296}",20,0,-67.55530535915511,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
580,False,"{'a': 0.002, 'e': 0.3134861808826053}",30,22,2.030498221131343,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.002, 'e': 0.3128598350754292}",25,12,-7.785510235269021,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.31223474070801055}",25,2,31.58400574070057,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.002, 'e': 0.31161089527997105}",20,0,7.18073409276405,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
584,False,"{'a': 0.002, 'e': 0.3109882962959281}",20,0,-48.198918383867245,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
585,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,0,-20.26233082406168,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
586,False,"{'a': 0.002, 'e': 0.3097468277032208}",25,0,23.880197269768477,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
587,False,"{'a': 0.002, 'e': 0.3091279531286804}",30,4,-0.08141674866805881,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
588,False,"{'a': 0.002, 'e': 0.3085103150663647}",20,0,8.248130242707497,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
589,False,"{'a': 0.002, 'e': 0.3078939110457206}",25,10,-23.77010252445272,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
590,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,0,26.075513755075185,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
591,False,"{'a': 0.002, 'e': 0.306664795271906}",25,17,1.3849001999716162,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.002, 'e': 0.3060520786022707}",25,0,17.948676047180065,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
593,False,"{'a': 0.002, 'e': 0.3054405861413579}",25,3,-7.512339531724239,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
594,False,"{'a': 0.002, 'e': 0.30483031544319683}",20,0,-49.412956000800015,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
595,False,"{'a': 0.002, 'e': 0.3042212640667041}",25,15,3.653426136829146,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.30361342957567317}",25,9,8.4519803472918,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.002, 'e': 0.3030068095387654}",25,3,-17.57798393668319,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
598,False,"{'a': 0.002, 'e': 0.3024014015294998}",25,0,-40.61359417706257,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
599,False,"{'a': 0.002, 'e': 0.3017972031262435}",20,13,12.680770398165585,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.30119421191220214}",30,0,13.647584127628479,"{0: 26, 1: 3, 2: 1, 3: 0, 4: 0}",1
601,False,"{'a': 0.002, 'e': 0.30059242547541}",25,7,11.95641820368197,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.002, 'e': 0.2999918414087205}",25,8,15.422344821834304,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,0,-10.113589569952387,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
604,False,"{'a': 0.002, 'e': 0.29879427078110127}",25,2,17.925584902281937,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.2981972794298874}",20,6,-39.560673657465365,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
606,False,"{'a': 0.002, 'e': 0.29760148086818883}",25,15,-60.76026630401573,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
607,False,"{'a': 0.002, 'e': 0.2970068727128105}",25,0,-68.59742916244494,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
608,False,"{'a': 0.002, 'e': 0.2964134525853191}",30,13,-70.55692717025364,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
609,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,4,14.253288031332186,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2952301669240142}",25,18,-1.2026105574353902,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.29464029665705654}",25,12,6.613219190257453,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29405160495167837}",20,1,11.211388040357873,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.2934640894531121}",25,0,12.061503578328901,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
614,False,"{'a': 0.002, 'e': 0.2928777478112949}",25,0,-23.41146753491862,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
615,False,"{'a': 0.002, 'e': 0.2922925776808594}",20,10,-26.974761489640034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
616,False,"{'a': 0.002, 'e': 0.2917085767211244}",20,8,11.93008133857541,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2911257425960852}",25,8,23.73326532105902,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,8,19.108927992606223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.002, 'e': 0.2899635655294032}",30,21,12.38590335959482,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2893842179390506}",35,4,-13.392125258165745,"{0: 27, 1: 0, 2: 3, 3: 1, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.28880602788595566}",20,0,-8.255239113741434,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
622,False,"{'a': 0.002, 'e': 0.2882289930573573}",25,9,3.048344252108498,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2876531111451154}",25,0,-94.84756614849275,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
624,False,"{'a': 0.002, 'e': 0.28707837984570167}",35,1,-34.591487929373,"{0: 28, 1: 2, 2: 2, 3: 2, 4: 0}",1
625,False,"{'a': 0.002, 'e': 0.2865047968601901}",20,0,2.660946751028262,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
626,False,"{'a': 0.002, 'e': 0.285932359894248}",25,0,18.58645548329425,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
627,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,14,3.2935886842456137,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.2847909148666525}",25,1,39.63613831898739,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.28422190223921745}",20,0,24.037110028400537,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
630,False,"{'a': 0.002, 'e': 0.2836540264997704}",35,26,15.860901302043118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2830872853768075}",25,11,10.529199087585312,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2825216766033636}",30,4,7.465314528697036,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.28195719791700274}",20,0,-25.339554083118028,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
634,False,"{'a': 0.002, 'e': 0.2813938470598095}",20,9,-10.474002415082037,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
635,False,"{'a': 0.002, 'e': 0.2808316217783798}",30,0,-41.585288766598886,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
636,False,"{'a': 0.002, 'e': 0.28027051982381157}",20,14,8.460325943486968,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.27971053895169634}",20,14,9.166962180218107,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.002, 'e': 0.27915167692210985}",20,15,-12.169891810564483,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27859393149960326}",20,0,-28.93835655396631,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
640,False,"{'a': 0.002, 'e': 0.27803730045319414}",20,0,-26.749496665724923,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
641,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,0,-11.178178807854774,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
642,False,"{'a': 0.002, 'e': 0.2769273725870171}",20,0,28.401120851685913,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.002, 'e': 0.27637407132753633}",30,10,24.411162857642793,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27582187556470933}",30,3,39.26964195314083,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,8,-22.75261948832425,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.2747207916982947}",20,13,-0.10104070199240778,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
647,False,"{'a': 0.002, 'e': 0.2741718991903702}",20,10,19.205635373384148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.002, 'e': 0.27362410337040804}",20,9,10.79052766052524,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.2730774020472242}",20,0,21.368360938846887,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
650,False,"{'a': 0.002, 'e': 0.2725317930340126}",20,8,5.8652363901195645,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.002, 'e': 0.2719872741483365}",30,19,-2.6792873732319897,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
652,False,"{'a': 0.002, 'e': 0.27144384321211973}",30,7,3.9591802211589813,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
653,False,"{'a': 0.002, 'e': 0.27090149805163766}",20,13,-6.115853988890716,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.270360236497509}",30,7,23.963218047488667,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.2698200563846868}",25,13,-14.737479166274502,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.26928095555244996}",20,8,6.930708527449801,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26874293184439435}",25,7,-24.869112654890912,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.2682059831084244}",20,0,-0.9918941869379709,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
659,False,"{'a': 0.002, 'e': 0.26767010719674456}",25,20,8.27509883283916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26713530196585034}",20,5,-0.03930850776572359,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
661,False,"{'a': 0.002, 'e': 0.2666015652765202}",20,0,25.298998283208565,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
662,False,"{'a': 0.002, 'e': 0.26606889499380665}",20,0,-24.38294224285839,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
663,False,"{'a': 0.002, 'e': 0.2655372889870278}",30,0,-61.794720979723266,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
664,False,"{'a': 0.002, 'e': 0.2650067451297589}",35,1,-13.556223702506365,"{0: 28, 1: 2, 2: 3, 3: 1, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.26447726129982396}",30,8,22.35771440216817,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
