trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.002, 'e': 0.6907343306373547}",25,0,-183.9184238905419,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",1
186,False,"{'a': 0.002, 'e': 0.6893542425242224}",25,0,-111.58138154772487,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
187,False,"{'a': 0.002, 'e': 0.6879769118289795}",25,5,-57.47746852514471,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.686602333042301}",25,0,-59.903240404087,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
189,False,"{'a': 0.002, 'e': 0.6852305006658703}",25,4,-79.27445577047506,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 1}",1
190,False,"{'a': 0.002, 'e': 0.6838614092123558}",20,3,-64.99015117400711,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
191,False,"{'a': 0.002, 'e': 0.6824950532053901}",25,0,-134.44815057885506,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
192,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,2,-27.45142917155281,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 0}",1
193,False,"{'a': 0.002, 'e': 0.679770525680321}",20,0,-54.42904615698346,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
194,False,"{'a': 0.002, 'e': 0.678412343264104}",20,13,13.383034201771398,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,14,-0.793015385536032,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.002, 'e': 0.675704113960626}",25,3,-164.83010636656778,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 4}",1
197,False,"{'a': 0.002, 'e': 0.6743540562404442}",25,0,-18.5520511955434,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
198,False,"{'a': 0.002, 'e': 0.6730066959373864}",30,0,-99.92017760154083,"{0: 22, 1: 2, 2: 4, 3: 0, 4: 2}",0
199,False,"{'a': 0.002, 'e': 0.6716620276620098}",30,0,-130.02871462134993,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
200,False,"{'a': 0.002, 'e': 0.6703200460356393}",25,11,2.779932731992652,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.002, 'e': 0.6689807456903467}",20,12,-29.238822595381098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.002, 'e': 0.6676441212689289}",35,12,-49.04842850698789,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
203,False,"{'a': 0.002, 'e': 0.6663101674248864}",25,1,-45.7502474646916,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 1}",1
204,False,"{'a': 0.002, 'e': 0.6649788788224019}",25,0,-62.139317788888114,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
205,False,"{'a': 0.002, 'e': 0.6636502501363194}",20,6,-31.271396337887865,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
206,False,"{'a': 0.002, 'e': 0.6623242760521222}",30,11,-48.13676047003906,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.002, 'e': 0.6610009512659124}",20,0,-6.340465781769926,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
208,False,"{'a': 0.002, 'e': 0.659680270484389}",20,7,-25.45725158049013,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
209,False,"{'a': 0.002, 'e': 0.6583622284248272}",20,0,-39.41108835255644,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
210,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,18,14.580447228310394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.002, 'e': 0.6557340393934418}",20,0,-143.79231484250008,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
212,False,"{'a': 0.002, 'e': 0.6544238819088586}",20,0,-25.455675714270612,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
213,False,"{'a': 0.002, 'e': 0.6531163421206756}",20,4,-9.64436283086716,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
214,False,"{'a': 0.002, 'e': 0.651811414798732}",25,0,-76.21990364836529,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.6505090947233165}",20,0,-35.398525071338284,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,0,-81.88937179826873,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
217,False,"{'a': 0.002, 'e': 0.6479122554853506}",25,0,-113.71494831082961,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
218,False,"{'a': 0.002, 'e': 0.6466177259354396}",30,0,-120.49563734790345,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
219,False,"{'a': 0.002, 'e': 0.6453257828572946}",20,0,-31.40301411445359,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
220,False,"{'a': 0.002, 'e': 0.6440364210831414}",20,8,-82.79570515709105,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
221,False,"{'a': 0.002, 'e': 0.6427496354555312}",35,0,-83.66686796596764,"{0: 25, 1: 3, 2: 6, 3: 0, 4: 1}",1
222,False,"{'a': 0.002, 'e': 0.6414654208273198}",25,0,-39.85990843980211,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
223,False,"{'a': 0.002, 'e': 0.6401837720616471}",30,0,-2.283493064402445,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
224,False,"{'a': 0.002, 'e': 0.6389046840319162}",20,0,-78.10996184917758,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
225,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,4,-64.41860383396863,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
226,False,"{'a': 0.002, 'e': 0.6363541697250871}",30,0,-73.40647671038296,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
227,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,0,-35.567625714892415,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
228,False,"{'a': 0.002, 'e': 0.633813837098549}",25,0,-39.95994168123088,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
229,False,"{'a': 0.002, 'e': 0.6325474762073634}",20,1,-61.37444445229491,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
230,False,"{'a': 0.002, 'e': 0.631283645506926}",30,8,-36.36543634046225,"{0: 13, 1: 7, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.002, 'e': 0.6300223399419123}",20,0,-45.631760146193415,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
232,False,"{'a': 0.002, 'e': 0.6287635544670984}",25,0,-85.46830034724728,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
233,False,"{'a': 0.002, 'e': 0.6275072840473407}",30,0,-4.332366336717143,"{0: 25, 1: 4, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.002, 'e': 0.6262535236575559}",30,0,-73.49588654849471,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
235,False,"{'a': 0.002, 'e': 0.6250022682827008}",20,6,-48.81688437792572,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.002, 'e': 0.623753512917752}",20,0,-21.09968117012118,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
237,False,"{'a': 0.002, 'e': 0.6225072525676867}",25,0,-56.633483400695184,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
238,False,"{'a': 0.002, 'e': 0.6212634822474616}",20,0,3.146106978411624,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
239,False,"{'a': 0.002, 'e': 0.6200221969819939}",25,1,-18.423719083291264,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 0}",1
240,False,"{'a': 0.002, 'e': 0.6187833918061408}",20,1,-77.24140448795919,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 1}",1
241,False,"{'a': 0.002, 'e': 0.61754706176468}",30,0,-92.02807933945995,"{0: 18, 1: 6, 2: 4, 3: 2, 4: 0}",0
242,False,"{'a': 0.002, 'e': 0.6163132019122897}",25,0,-120.30430253843687,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
243,False,"{'a': 0.002, 'e': 0.6150818073135287}",20,0,-13.622698692154467,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,0,8.403337974437383,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
245,False,"{'a': 0.002, 'e': 0.6126263941844161}",20,0,-94.35920760927573,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
246,False,"{'a': 0.002, 'e': 0.6114023658324087}",20,0,-20.284988812119522,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
247,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,14,6.916511285528767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.002, 'e': 0.6089616410728969}",20,8,-0.4152197043237864,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.002, 'e': 0.6077449349024902}",25,0,-109.52686338137389,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
250,False,"{'a': 0.002, 'e': 0.6065306597126334}",20,0,-80.39255942948114,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
251,False,"{'a': 0.002, 'e': 0.6053188106462243}",20,10,-4.81181306089016,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.002, 'e': 0.6041093828558647}",20,0,-37.96323330239959,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,0,-56.3547476173752,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
254,False,"{'a': 0.002, 'e': 0.6016977717621094}",25,0,-67.88547733413688,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
255,False,"{'a': 0.002, 'e': 0.6004955788122659}",35,18,-116.01775504721013,"{0: 10, 1: 1, 2: 2, 3: 3, 4: 1}",1
256,False,"{'a': 0.002, 'e': 0.5992957878455384}",25,14,-46.148352241196086,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
257,False,"{'a': 0.002, 'e': 0.5980983940627613}",25,0,-83.03751297169403,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
258,False,"{'a': 0.002, 'e': 0.596903392674358}",20,0,-49.25234635306324,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
259,False,"{'a': 0.002, 'e': 0.5957107789003212}",30,5,7.652657827477564,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.002, 'e': 0.5945205479701944}",20,0,-8.036360983801943,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
261,False,"{'a': 0.002, 'e': 0.593332695123052}",25,11,-100.17868968921303,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 2}",1
262,False,"{'a': 0.002, 'e': 0.5921472156074813}",25,14,-30.35716641073341,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
263,False,"{'a': 0.002, 'e': 0.5909641046815626}",25,0,-45.75203789807111,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
264,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,10,-16.15910473658832,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
265,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,0,-141.97115745900692,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
266,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,0,-54.463337027385336,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
267,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,2,-1.603939996978197,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.002, 'e': 0.5850839135917069}",25,16,18.73168747073133,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.002, 'e': 0.5839149151526287}",20,0,-154.41913372734396,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
270,False,"{'a': 0.002, 'e': 0.5827482523739896}",20,13,5.891418430776332,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.002, 'e': 0.5815839205891371}",20,0,-45.94677447763277,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
272,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,14,0.03543991491038767,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.002, 'e': 0.579262231380782}",30,9,-63.38180500060851,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 1}",1
274,False,"{'a': 0.002, 'e': 0.5781048646705196}",30,7,-51.11679419748311,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 1}",1
275,False,"{'a': 0.002, 'e': 0.5769498103804866}",25,3,-41.226935423515,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
276,False,"{'a': 0.002, 'e': 0.5757970638904645}",20,0,-66.3047285880534,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
277,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,7,-41.74389535330632,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.002, 'e': 0.5734984758757153}",25,0,-33.2161677088672,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
279,False,"{'a': 0.002, 'e': 0.5723526251566332}",25,0,-33.93448004553559,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
280,False,"{'a': 0.002, 'e': 0.5712090638488149}",25,3,-51.17841178046179,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
281,False,"{'a': 0.002, 'e': 0.5700677873780134}",20,6,-4.4488686833284605,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5689287911791218}",30,0,-55.70257081950707,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
283,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,8,-46.439573392339454,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
284,False,"{'a': 0.002, 'e': 0.5666576213822246}",20,0,3.7867836523525904,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
285,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,9,-48.80770919156488,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
286,False,"{'a': 0.002, 'e': 0.5643955181193583}",25,11,14.062233977300746,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5632678551220046}",25,0,-54.26467610852479,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
288,False,"{'a': 0.002, 'e': 0.5621424451968224}",30,0,-42.65287408108538,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
289,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,0,-1.7768205759330724,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
290,False,"{'a': 0.002, 'e': 0.559898366565402}",20,10,2.080016758747913,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.002, 'e': 0.5587796888828463}",35,24,18.640207181611217,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.002, 'e': 0.5576632463197913}",25,0,-47.449432696574,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
293,False,"{'a': 0.002, 'e': 0.5565490344104649}",25,0,10.401439978861086,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
294,False,"{'a': 0.002, 'e': 0.5554370486980182}",30,0,-88.46496690291377,"{0: 22, 1: 4, 2: 2, 3: 0, 4: 2}",0
295,False,"{'a': 0.002, 'e': 0.5543272847345071}",25,0,-73.44645914226483,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
296,False,"{'a': 0.002, 'e': 0.5532197380808739}",30,6,-62.78838519293351,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 2}",1
297,False,"{'a': 0.002, 'e': 0.5521144043069306}",20,2,-7.4218064606062875,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
298,False,"{'a': 0.002, 'e': 0.5510112789913407}",20,0,-31.693765546709706,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
299,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,6,-86.6924758937315,"{0: 7, 1: 0, 2: 6, 3: 0, 4: 1}",1
300,False,"{'a': 0.002, 'e': 0.5488116360940265}",20,0,-111.77865063848633,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
301,False,"{'a': 0.002, 'e': 0.5477151097137275}",25,0,-26.51289197508272,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
302,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,0,-57.84972502288694,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
303,False,"{'a': 0.002, 'e': 0.5455286251592933}",25,10,-132.27492867372305,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 3}",1
304,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,5,13.360419233396199,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.002, 'e': 0.5433508690744998}",20,0,-148.6600429709602,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
306,False,"{'a': 0.002, 'e': 0.5422652533139832}",25,8,6.332163888980791,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.002, 'e': 0.5411818066152029}",20,0,-55.148673642162834,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
308,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,0,-84.32035213520055,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
309,False,"{'a': 0.002, 'e': 0.539021403076357}",30,0,-34.19911929340067,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
310,False,"{'a': 0.002, 'e': 0.5379444375946745}",30,0,-23.216201067557414,"{0: 26, 1: 3, 2: 0, 3: 0, 4: 1}",0
311,False,"{'a': 0.002, 'e': 0.5368696238914595}",25,6,-44.46869569141528,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 1}",1
312,False,"{'a': 0.002, 'e': 0.535796957667456}",25,0,-49.53350873408351,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
313,False,"{'a': 0.002, 'e': 0.5347264346319975}",30,0,-120.25290691873076,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",1
314,False,"{'a': 0.002, 'e': 0.5336580505029906}",30,12,2.7044178429468397,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.002, 'e': 0.5325918010068972}",20,0,-101.5896500170912,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
316,False,"{'a': 0.002, 'e': 0.5315276818787179}",25,12,-36.49958413280278,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
317,False,"{'a': 0.002, 'e': 0.5304656888619749}",25,17,-9.396109312871342,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.5294058177086945}",20,8,10.386234759476286,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.002, 'e': 0.528348064179391}",20,1,-3.448323889658813,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
320,False,"{'a': 0.002, 'e': 0.5272924240430485}",30,1,-159.88551674273535,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 3}",1
321,False,"{'a': 0.002, 'e': 0.5262388930771054}",20,6,-76.20227506260922,"{0: 8, 1: 0, 2: 5, 3: 0, 4: 1}",1
322,False,"{'a': 0.002, 'e': 0.5251874670674361}",30,0,-49.501282270201955,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
323,False,"{'a': 0.002, 'e': 0.5241381418083354}",20,10,-107.6775191196144,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 3}",1
324,False,"{'a': 0.002, 'e': 0.5230909131025008}",25,0,-34.54566952962023,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
325,False,"{'a': 0.002, 'e': 0.522045776761016}",30,18,-20.709450769506475,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.5210027286033344}",35,3,-60.26140443132971,"{0: 25, 1: 3, 2: 2, 3: 1, 4: 1}",1
327,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,3,-97.71753324039547,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
328,False,"{'a': 0.002, 'e': 0.5189228801589404}",20,8,6.787818168475141,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.002, 'e': 0.5178860715528314}",25,0,-77.75682453883601,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
330,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,11,8.240018778301419,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5158186648365941}",20,2,-53.90080336878023,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 0}",1
332,False,"{'a': 0.002, 'e': 0.5147880584568362}",25,2,-63.2680040721841,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
333,False,"{'a': 0.002, 'e': 0.5137595112299983}",30,11,-4.373173772379608,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.002, 'e': 0.5127330190418905}",20,3,-20.073351749929817,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5117085777865424}",25,0,-91.7479708508447,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
336,False,"{'a': 0.002, 'e': 0.5106861833661879}",25,0,-58.45426307107405,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
337,False,"{'a': 0.002, 'e': 0.5096658316912476}",25,4,-36.375676995299706,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
338,False,"{'a': 0.002, 'e': 0.5086475186803137}",20,13,15.51349284248784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.002, 'e': 0.5076312402601327}",20,0,-20.987985482363197,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.002, 'e': 0.5066169923655895}",20,14,12.19766319194177,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.002, 'e': 0.5056047709396915}",35,15,-37.303010732440434,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
342,False,"{'a': 0.002, 'e': 0.5045945719335512}",25,9,-8.352825184683768,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.002, 'e': 0.5035863913063714}",25,0,4.286409140588494,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
344,False,"{'a': 0.002, 'e': 0.5025802250254283}",35,10,-176.6744243024235,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",1
345,False,"{'a': 0.002, 'e': 0.5015760690660555}",35,0,-25.6538129790415,"{0: 27, 1: 3, 2: 5, 3: 0, 4: 0}",0
346,False,"{'a': 0.002, 'e': 0.5005739194116277}",20,0,-85.0364182332482,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
347,False,"{'a': 0.002, 'e': 0.4995737720535449}",25,0,-17.74073407622731,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
348,False,"{'a': 0.002, 'e': 0.4985756229912165}",20,0,-77.08984595260056,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
349,False,"{'a': 0.002, 'e': 0.4975794682320448}",25,0,-77.24956291494193,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
350,False,"{'a': 0.002, 'e': 0.49658530379140947}",25,10,7.251640112356254,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.002, 'e': 0.4955931256926514}",25,3,-70.66033599246303,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
352,False,"{'a': 0.002, 'e': 0.494602929967057}",20,0,-10.612906288955536,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
353,False,"{'a': 0.002, 'e': 0.4936147126538418}",25,8,10.356826480453861,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,3,-37.15181402862063,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
355,False,"{'a': 0.002, 'e': 0.4916441974609651}",25,6,-98.5811229806568,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 2}",1
356,False,"{'a': 0.002, 'e': 0.4906618916992401}",20,8,6.586107113856677,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4896815485857362}",20,0,-24.291454208216567,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
358,False,"{'a': 0.002, 'e': 0.4887031641990795}",30,0,10.075958515865235,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
359,False,"{'a': 0.002, 'e': 0.4877267346257312}",25,0,-65.20872596524319,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
360,False,"{'a': 0.002, 'e': 0.4867522559599717}",30,0,-69.40943126300292,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
361,False,"{'a': 0.002, 'e': 0.485779724303885}",20,0,-45.67186364625055,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
362,False,"{'a': 0.002, 'e': 0.48480913576734325}",30,0,-84.40300385204036,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
363,False,"{'a': 0.002, 'e': 0.483840486467991}",25,10,-27.105178115528723,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
364,False,"{'a': 0.002, 'e': 0.48287377253122976}",25,7,-60.367503788966324,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 1}",1
365,False,"{'a': 0.002, 'e': 0.48190899009020244}",25,0,-68.74707558539833,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
366,False,"{'a': 0.002, 'e': 0.480946135285778}",30,16,-39.26233717187878,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
367,False,"{'a': 0.002, 'e': 0.479985204266536}",30,4,-47.38213605070786,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 1}",1
368,False,"{'a': 0.002, 'e': 0.4790261931887511}",30,20,19.483798057069748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
